tokens,ner_tags
"['shoelace', 'ottoman']","['O', 'B-PRODUCT']"
"['new', 'york', 'ottoman']","['O', 'O', 'B-PRODUCT']"
"['xxx', 'breakfast', 'table']","['O', 'O', 'B-PRODUCT']"
"['xxx', 'dining', 'table']","['O', 'O', 'B-PRODUCT']"
"['atlantic', 'ottoman']","['O', 'B-PRODUCT']"
"['tripod', 'end', 'table']","['O', 'B-PRODUCT', 'I-PRODUCT']"
"['threelegged', 'coffee', 'table']","['O', 'B-PRODUCT', 'I-PRODUCT']"
"['terrazzo', 'table']","['O', 'B-PRODUCT']"
"['saladino', 'desk']","['O', 'B-PRODUCT']"
"['square', 'duplex', 'table', 'ottoman']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT']"
"['rotunda', 'table']","['O', 'B-PRODUCT']"
"['chariot', 'table']","['O', 'B-PRODUCT']"
"['large', 'oval', 'night', 'table']","['O', 'O', 'O', 'B-PRODUCT']"
"['game', 'table']","['B-PRODUCT', 'I-PRODUCT']"
"['barclay', 'console']","['O', 'B-PRODUCT']"
"['tulip', 'chair']","['O', 'B-PRODUCT']"
"['villa', 'chair']","['O', 'B-PRODUCT']"
"['tejas', 'chair', 'ottoman']","['O', 'B-PRODUCT', 'B-PRODUCT']"
"['lounge', 'chair']","['B-PRODUCT', 'I-PRODUCT']"
"['scallop', 'chair']","['O', 'B-PRODUCT']"
"['millbrook', 'chair']","['O', 'B-PRODUCT']"
"['sleigh', 'chair']","['O', 'B-PRODUCT']"
"['lotus', 'chair']","['O', 'B-PRODUCT']"
"['high', 'back', 'villa', 'chair']","['O', 'O', 'O', 'B-PRODUCT']"
"['high', 'back', 'recliner', 'chair']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT']"
"['club', 'chair']","['B-PRODUCT', 'I-PRODUCT']"
"['crystal', 'chair']","['O', 'B-PRODUCT']"
"['audrey', 'chair']","['O', 'B-PRODUCT']"
"['harley', 'chair']","['O', 'B-PRODUCT']"
"['calla', 'chair']","['O', 'B-PRODUCT']"
"['cassandra', 'chair']","['O', 'B-PRODUCT']"
"['lw', 'perching', 'stool']","['O', 'O', 'B-PRODUCT']"
"['cromwell', 'bench']","['O', 'B-PRODUCT']"
"['villa', 'settee']","['O', 'B-PRODUCT']"
"['curved', 'bench']","['O', 'B-PRODUCT']"
"['trunk', 'sofa']","['O', 'B-PRODUCT']"
"['tuscan', 'sofa']","['O', 'B-PRODUCT']"
"['bridge', 'bench']","['O', 'B-PRODUCT']"
"['shelter', 'sleeper', 'sofa']","['O', 'B-PRODUCT', 'I-PRODUCT']"
"['summer', 'sofa']","['O', 'B-PRODUCT']"
"['landau', 'sofa']","['O', 'B-PRODUCT']"
"['spiral', 'chaise', 'lounge']","['O', 'B-PRODUCT', 'I-PRODUCT']"
"['shelter', 'sofa']","['O', 'B-PRODUCT']"
"['santa', 'barbara', 'sofa']","['O', 'O', 'B-PRODUCT']"
"['tripod', 'pullup', 'table']","['O', 'O', 'B-PRODUCT']"
"['audrey', 'sofa']","['O', 'B-PRODUCT']"
"['club', 'sofa']","['O', 'B-PRODUCT']"
"['angle', 'sofa']","['O', 'B-PRODUCT']"
"['high', 'back', 'loveseat']","['O', 'O', 'O']"
['solitude'],['O']
"['cape', 'sofa']","['O', 'B-PRODUCT']"
"['living', 'rooms']","['O', 'O']"
"['dining', 'rooms']","['O', 'O']"
['kitchens'],['O']
['commercial'],['O']
['bathrooms'],['O']
"['ladder', 'back', 'dining', 'chair']","['O', 'O', 'O', 'B-PRODUCT']"
"['single', 'pedestal', 'computer', 'desk']","['O', 'O', 'O', 'B-PRODUCT']"
"['monks', 'bench']","['O', 'B-PRODUCT']"
"['corner', 'computer', 'desk']","['O', 'O', 'B-PRODUCT']"
"['filling', 'cabinet']","['O', 'B-PRODUCT']"
"['telephone', 'table']","['O', 'B-PRODUCT']"
"['nest', 'of', 'tables']","['O', 'O', 'O']"
"['medium', 'console', 'table']","['O', 'B-PRODUCT', 'B-PRODUCT']"
"['side', 'cabinet']","['O', 'B-PRODUCT']"
"['nest', 'of', 'tables']","['O', 'O', 'O']"
"['coffee', 'table']","['B-PRODUCT', 'I-PRODUCT']"
"['large', 'coffee', 'table']","['O', 'B-PRODUCT', 'I-PRODUCT']"
"['large', 'tv', 'unit', 'door']","['O', 'O', 'O', 'O']"
"['small', 'tv', 'unit']","['O', 'O', 'O']"
"['corner', 'tv', 'unit']","['O', 'O', 'O']"
"['medium', 'bookcase']","['O', 'B-PRODUCT']"
"['small', 'bookcase']","['O', 'B-PRODUCT']"
"['small', 'narrow', 'bookcase']","['O', 'O', 'B-PRODUCT']"
"['glazed', 'display', 'cabinet']","['O', 'B-PRODUCT', 'I-PRODUCT']"
"['small', 'cupboard', 'drawer']","['O', 'B-PRODUCT', 'O']"
"['lilli', 'seat', 'garden', 'swing', 'seat', 'only']","['O', 'B-PRODUCT', 'O', 'O', 'B-PRODUCT', 'O']"
"['door', 'cupboard']","['O', 'B-PRODUCT']"
"['corner', 'cabinet']","['O', 'B-PRODUCT']"
"['door', 'sideboard']","['O', 'B-PRODUCT']"
"['small', 'dresser', 'top']","['O', 'B-PRODUCT', 'O']"
"['door', 'sideboard']","['O', 'B-PRODUCT']"
"['large', 'extending', 'table']","['O', 'O', 'B-PRODUCT']"
"['small', 'door', 'drawer', 'sideboard']","['O', 'O', 'O', 'B-PRODUCT']"
"['small', 'extending', 'table']","['O', 'O', 'B-PRODUCT']"
"['terassi', 'seat', 'garden', 'swing', 'seat', 'only']","['O', 'B-PRODUCT', 'O', 'O', 'B-PRODUCT', 'O']"
"['pepe', 'furniture', 'protector']","['O', 'B-PRODUCT', 'O']"
"['mini', 'extending', 'table']","['O', 'O', 'B-PRODUCT']"
"['terassi', 'seat', 'garden', 'swing']","['O', 'B-PRODUCT', 'O', 'O']"
"['lilli', 'seat', 'garden', 'swing']","['O', 'B-PRODUCT', 'O', 'O']"
"['triple', 'pinch', 'pleat', 'curtains', 'in', 'gpj', 'baker', 'calthorpe']","['O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['double', 'pair', 'of', 'triple', 'pinch', 'pleat', 'curtains', 'in', 'zoffany', 'desert', 'flower']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['pair', 'of', 'triple', 'pinch', 'pleat', 'curtains', 'in', 'zoffany', 'suzani', 'archive', 'embroidery']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['fox', 'linen', 'cushion']","['O', 'O', 'B-PRODUCT']"
"['bee', 'cushion']","['O', 'B-PRODUCT']"
"['corston', 'turntable', 'stand']","['O', 'O', 'O']"
"['marston', 'wide', 'tv', 'stand', 'on', 'minimalist', 'square', 'legs']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['corston', 'vinyl', 'storage', 'cube', 'shelving']","['O', 'O', 'O', 'O', 'O']"
"['stack', 'record', 'player', 'stand', 'on', 'minimalist', 'square', 'legs']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"['marston', 'wide', 'console', 'table', 'on', 'mid', 'century', 'hairpin', 'legs']","['O', 'O', 'B-PRODUCT', 'B-PRODUCT', 'O', 'O', 'O', 'O', 'O']"
"['wiemann', 'miami']","['O', 'O']"
"['wiemann', 'miami']","['O', 'O']"
"['maysons', 'roma', 'collection']","['O', 'O', 'O']"
"['maysons', 'modena', 'collection']","['O', 'O', 'O']"
"['maysons', 'lazio', 'collection']","['O', 'O', 'O']"
"['maysons', 'portofino', 'drawer', 'bedside']","['O', 'O', 'O', 'O']"
"['wood', 'samples']","['O', 'O']"
"['four', 'poster', 'bed', 'golden', 'oak']","['O', 'O', 'B-PRODUCT', 'O', 'O']"
"['set', 'cm', 'x', 'cm', 'white', 'marble', 'table', 'tulip', 'side', 'arm', 'chairs']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['set', 'cm', 'white', 'marble', 'circular', 'table', 'tulip', 'arm', 'chairs']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['white', 'carrara', 'marble', 'x', 'cm', 'oval', 'table', 'tulip', 'side', 'chairs']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['set', 'cm', 'white', 'marble', 'circular', 'table', 'tulip', 'side', 'chairs']","['O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['set', 'cm', 'x', 'cm', 'walnut', 'veneer', 'oval', 'table', 'tulip', 'side', 'arm', 'cha']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['set', 'cm', 'x', 'cm', 'black', 'marble', 'oval', 'table', 'tulip', 'side', 'chairs']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O']"
"['set', 'cm', 'x', 'cm', 'white', 'marble', 'table', 'tulip', 'side', 'arm', 'chairs']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['set', 'cm', 'x', 'cm', 'white', 'oval', 'tulip', 'table', 'side', 'tulip', 'arm', 'chairs']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PRODUCT', 'O', 'O', 'O', 'O']"
"['avocca', 'coffee', 'table', 'teak']","['O', 'B-PRODUCT', 'I-PRODUCT', 'O']"
"['avocca', 'coffee', 'table', 'white']","['O', 'B-PRODUCT', 'I-PRODUCT', 'O']"
"['antique', 'long', 'bench']","['O', 'O', 'B-PRODUCT']"
"['noho', 'move', 'topper']","['O', 'O', 'O']"
"['auxiliary', 'bedside']","['O', 'O']"
"['lightly', 'set', 'of']","['O', 'O', 'O']"
"['noho', 'gift', 'card']","['O', 'O', 'O']"
